"PID","Sale_Price"
905201110,166253.155245094
527158090,176671.518989865
528175010,216453.79987197
902401010,121763.626887887
534251320,161254.302268836
902109120,119896.894018438
528290170,190584.915812203
534252060,128799.988899673
905475510,121269.253167582
527425060,107537.72962931
534201130,137416.721883845
526302110,120816.170045012
903430050,75663.2528085098
902110130,104673.612247048
534401110,142560.161942189
528231020,180679.285645275
531479020,72666.7210556226
905403060,108294.577143537
916326010,253818.821886324
527365030,245750.761179012
528228295,201105.907690613
527455250,123078.098371004
916403040,184559.058678636
527252090,318529.890006127
908225240,107220.37786335
528228285,166295.335257796
908178050,245285.04866369
916326040,181213.888878202
916380060,271258.635205338
903204010,140317.316338716
528144020,218920.508138379
906204230,235901.374092069
528168030,310027.959012197
531369060,188928.723614914
535451100,107072.110903404
906380010,185959.216298051
527450460,107709.853595588
534277070,120092.350303281
532353050,137416.590833109
527105140,198184.515758265
908102330,107359.532601453
907135230,151035.051733368
908250030,72719.2003884288
902103090,118297.711103065
528458120,259141.090920406
535425060,182946.682167411
527404100,124083.284361841
905475160,123378.243131618
902100010,104679.002910775
534202020,133499.140541281
533251110,281470.223861137
528435050,292298.621411771
914476130,152460.803979565
924100050,130642.397320815
909428280,305020.058844226
906230020,267422.193770242
923230180,133172.850416713
907420090,188232.725827196
534250010,132589.660874981
532353020,131544.290605807
906380180,186042.054638169
531363020,138433.883761238
906230010,267207.031949761
923225300,96080.0166694162
527252050,308393.114021409
923225440,83529.3589359395
907280090,242038.36838374
527183030,192707.562782105
535402220,183290.18979867
532376250,131350.862972153
914474020,217463.508583269
907275090,214022.845550056
528138030,371485.787149775
908154195,283426.605309337
527402240,169337.009733535
903228150,126162.380266023
531451020,184881.613123039
909275250,142554.315955562
903484080,51038.1754653274
534202170,145704.464336926
906225180,180271.030171176
916460110,189590.948986198
528174010,180067.420219076
528228360,212817.118344511
903233140,136033.283865338
535153150,165688.721388494
533212020,156805.116631476
909428170,212452.309540427
534129060,219276.347429475
527163080,172677.377016796
908275290,117801.343078137
903201020,135897.263624303
528431110,316312.501088131
903454060,74714.31334471
903206120,207976.648110056
527131110,243785.764677905
906203120,267145.370572409
908102140,124814.611619631
527107210,196130.746331942
923204140,131730.213932492
527427200,180967.616434917
528186170,213094.539934806
906226070,116106.029715067
527357110,139773.4700896
534278170,135902.447792382
534427090,125485.848809357
905451390,154759.841342593
534152120,161895.314767534
535179120,121679.931095503
528435060,258703.041950854
534427140,150119.593554765
903429110,165256.645935265
535105110,166120.342279652
528366070,279925.898005083
534129040,183718.247579299
535454070,119551.050074693
903429080,168215.621997367
906226090,138456.725250673
534479130,142046.767183454
527451290,95596.5196569938
527106150,196142.156400006
916253320,230222.776243809
916455010,201639.982313517
907201220,138556.056917267
908188150,138195.395748237
527325090,190909.990595887
906402070,243333.986435668
909101010,145300.112724922
528221100,169224.002807963
528480170,249767.696892578
906475110,200768.258290932
903228080,136410.155887298
528228575,295265.059416525
907227080,126187.769880844
905109170,237922.366206409
528228545,181171.725940266
534275010,133550.076136496
903425340,120229.519782296
902128160,121811.014226678
533215040,271727.791069849
911202100,87283.7641090161
528456230,202002.406407579
535353160,105636.630255875
902100030,84464.9867155791
528174070,192606.693831238
528445070,238240.011788608
902105060,123574.778483399
909101140,141363.902354446
532354160,126558.364767178
528138060,195070.83177745
527107090,181688.725325487
904100090,141882.541503566
528458130,308978.647194432
535477130,156788.219407556
533223010,160965.293700317
528108140,339324.651018615
907202130,150069.637213703
527131030,269403.971577375
527453010,154730.473622708
907280170,210491.033235293
528172030,297713.129940455
905480210,102747.96164208
902402010,144109.307388474
528228555,175725.981434045
902404010,133197.99948942
907253110,228579.571697415
906204150,250708.914997038
910201050,123025.407639712
528174030,183929.318412897
532476050,264447.066921649
907265030,234298.735196119
902109160,119077.582992087
903231240,101911.334458137
902103150,126243.500546199
528174040,188204.544440572
916125425,230382.449927935
531478010,112380.887538747
916403250,211038.15705447
923252080,123089.484410505
534175140,132694.653727012
902201120,99717.5082627033
534276190,110354.906198096
906392090,237033.898773348
916402015,189058.314922583
905103110,131816.674166422
907203090,115852.409334291
903205085,129151.894665704
528110080,348027.723975679
903225140,122540.167457444
903458110,111948.093953444
535325350,135720.990091718
528439010,226963.246373988
535355100,114762.874939024
905100060,135267.695612915
903231080,111451.155353333
902300110,116169.826182673
527451460,100531.044086288
535475010,144989.081588403
528174050,189228.775278363
527450250,104279.649283418
905351089,175653.096923579
535175050,149337.806854316
923226270,94668.4063135904
908226120,117654.712996254
531375130,156314.1958704
905401020,265006.019586042
527356050,141388.575674905
534478140,131158.595336874
531375120,161820.295987775
908201100,83613.7612822005
535383060,51872.6212975993
534250370,288731.00946503
528116010,341110.456832775
921126030,269295.571612014
531375100,161408.00577786
535150210,137405.320937365
535327160,132033.324936774
528228440,188561.341098611
528120170,295408.703564962
527325110,188560.26214505
528108010,262998.899957224
909251170,156033.743613247
528250020,192841.585169389
527105060,194059.57653649
534426110,144967.236200885
534201250,165697.570357159
907200170,134641.300993891
908102170,147420.435945682
535126100,151568.067349702
533251130,200811.534616561
532354090,155510.975193731
905427070,214360.502299471
528250010,174012.119163347
905101490,134149.89917213
527107010,182055.565169988
534204120,148851.241256302
528480100,200991.825285188
535376010,92853.2915401916
908102260,150260.390932889
534104100,201058.924742549
909250220,141683.64042953
923252075,139141.73478495
528480040,259444.009676882
903206160,167697.453577738
527106050,171165.701772878
910226060,137561.478155589
902207080,125480.702991731
535376100,110619.909113518
535450160,89611.0151310336
908186070,146343.943088882
528385050,222552.791296403
903200050,82752.96092397
903232030,92033.4888253417
527163100,186335.567021215
907255020,256408.434985045
528488120,192512.854145264
527328050,169436.195077187
907192090,210996.701222692
907135170,146151.74957764
905201090,163372.630611213
905107240,176144.604737599
907126030,148806.815782535
902128150,140522.205823443
527132090,220176.142176508
534402060,153177.988875628
531477040,130326.196648298
903430060,120668.43411148
907254050,198860.218467661
902110080,147138.820150294
534451130,84417.5548582928
528363110,335294.007930417
903430040,80055.6864945335
902306120,126388.419067107
528290060,158466.584461968
907202220,126351.661729489
907192120,203461.927240845
924100040,203205.378943579
527368010,234499.474468498
1007100110,104047.694638717
902405100,138707.172258248
527216050,432286.908832219
527378140,170687.761356142
528228430,213053.899252786
526353030,262596.649337376
528429110,243978.344262607
916455120,244033.029222156
535353130,114263.902194523
910205130,130625.703287462
535477090,122570.43881913
907251100,252865.928486363
527146135,302977.031267852
902328100,144544.38965498
535180120,131599.374866488
528315090,331732.05634659
532353030,138204.62159415
533130160,273834.951753728
531382070,267743.218668818
909455060,165015.849580892
909452114,215424.946391357
909276200,149572.698942326
527451540,106197.74227221
527455080,140704.983516762
528228550,168049.505929389
903236130,175161.123073021
527453070,128859.208131652
535454030,93831.3251390716
907131060,167679.542513816
535425010,226403.767025296
534176250,147787.835729421
923203090,161222.933366695
923400040,175209.406212403
535452120,151064.582461142
908128100,184352.363658014
905402090,168636.455577427
907290180,141688.639959547
527210060,354492.80781123
534200030,121897.822666629
535377150,107148.517870342
902206020,61820.6023109939
532477040,272393.038563615
535301160,123356.242175735
908226130,89658.2868222045
909101180,119893.578129227
914478020,144901.167029769
914476010,167140.230049311
534430050,130228.169712072
907275140,278663.90365402
527357020,166614.410071265
910203290,111799.793058991
528480180,249392.342491115
916455150,279928.567599207
911104060,65387.2959607855
906380140,180834.775406132
535101020,162681.23610474
535125070,223762.242078269
909101100,135043.805799214
908128060,187339.62138598
535477150,108179.070976479
905477010,106522.428674726
907202050,145738.095232113
535454100,123665.320507791
535457040,126144.333883569
528315030,309405.026708535
533236040,168033.800742531
907420080,184323.884295503
535478010,136497.604965389
906420130,234022.943452711
534128100,170192.002085726
528429050,234599.908590476
528275080,193637.337518243
903426180,134081.471237457
534430080,142574.981912631
534400030,151221.552280757
534475100,127720.534355891
527108090,242567.537028797
910202050,65087.9779135268
535378020,113760.589293551
528235130,200960.775403643
907290070,173959.85248442
909129100,127240.435783606
906223080,226855.696701629
906425045,143353.762348448
905452120,135614.249349515
906226100,118043.581021724
527162130,197777.254273746
528222020,176518.598931122
908229020,97819.7638400611
531363050,137537.341525201
528482090,278856.642368126
903231060,43484.0323975597
923227080,159012.632820663
914476430,153109.92982804
528178090,393639.623558584
534178010,134152.96965479
528431020,254758.055669783
531384070,191421.00417057
911370530,265675.332746295
905401100,179309.819233533
909175080,43117.5839205255
528386040,371358.977827762
533215030,247728.761175937
527302080,211266.511244904
526301100,202027.451745968
906477110,150743.51197856
528142020,263875.95532606
903430070,87914.8316083346
527256120,460810.382912051
905451330,159339.310687582
528354060,241793.124913868
923229110,163831.025478479
528222090,180261.402916572
907290040,206873.233963
534451050,105860.213633825
908152270,152253.607417902
526302030,158473.385255918
535382150,74956.2523055597
535180020,157982.665340684
907401080,219311.691256902
902302150,136532.756541049
535325320,129044.536079091
903233050,135313.627882125
916403020,188423.464905892
905107320,143998.029364198
528186130,354775.209259937
907181120,194580.505212876
907275030,223259.406030561
903456110,197777.442888924
906380110,226090.474744115
909425010,245147.774846683
914453045,318365.590781529
906394040,215855.372706747
904100100,228278.725017457
903233180,132479.949986553
905200350,154099.164678368
902205090,115065.454652549
528235170,206961.638628042
535151100,133018.123072134
528292040,182173.839961789
906203140,256277.400323875
910205020,92396.7817398738
533250130,274119.752556872
903225160,114348.712740568
907295040,258658.636441915
528110100,412238.182854249
532376110,130550.731035025
528290140,189571.42272577
535401140,148344.897045342
905226050,176400.294691408
534478230,144066.022386625
535451190,114378.814896856
905476160,106177.48859196
907290140,140500.765472281
909277100,134001.448471938
904101070,214342.10437954
534427040,146890.658808539
528240020,194103.998332126
916455050,209620.822924792
903232090,150521.99664225
903226130,111599.525931383
528250070,213670.844768608
528218080,179302.46624802
528431080,222753.451225059
528431120,270483.667154153
528228375,247340.194522805
906385020,195471.215300937
908103320,130261.955204769
527105050,185051.484237636
534275170,140059.153453926
907202190,135376.745667706
534128190,234817.028950347
923227030,158085.602380642
905426100,175182.172217362
906201022,196150.761152644
905103140,160894.541851238
909251040,151538.871754195
916125360,161707.832991994
921205070,292863.092551757
906340120,275063.010063122
905427030,277619.854247858
907187080,181549.814414561
528231030,187120.175662499
911370430,305996.97342337
923203100,176064.494312914
528366040,320123.511409434
902477130,47395.02502332
905101310,118970.20251141
528275070,227943.707612918
531380080,242259.369485696
903236010,122031.817206305
527163130,182072.059980266
909250030,89813.4411275255
527105070,194516.680830667
907131120,190629.087623507
911175440,82318.0781016462
535402120,167368.802593968
908250090,104463.891624405
527107130,194964.821189416
535476360,195833.010095419
535452090,127753.91295609
535456100,118603.502590426
903401070,140570.726693919
908154235,301997.661490317
909275080,179832.652672478
528458070,213697.336822372
906380100,275293.686479487
535404080,119672.07884043
902102080,115593.941122433
533254130,170978.082891211
528439040,235961.44955309
528290120,186553.025124631
905202190,258105.441007957
902329080,129522.177331785
905226130,148838.891630931
916382100,366011.501339971
903430090,131336.708683114
903230100,108544.797945271
916386020,202723.216632007
906223110,228942.159129056
910226040,148567.317261628
535125090,209163.129616411
528108040,413871.371937358
903481120,125113.502406352
908152080,129689.781476435
531375090,131393.209686073
533350050,328837.998675588
528456190,204629.873245247
527402060,151327.732597934
906402200,308374.879951769
903454090,126732.16476584
533352075,189168.510360829
528172060,251015.861182879
904100040,124535.198487684
533130130,310772.450723812
923230040,145893.008666707
903235020,91047.0130477583
902406020,117625.880030353
903226170,125363.363851971
907175060,197826.488938875
528490080,194318.10580116
923251160,118666.747441838
527452100,137698.638837528
906204180,216537.831736066
527162180,175856.411221174
528118050,449388.960513576
905107220,162260.407756908
527212050,324264.816527137
906402060,235040.850583758
902206220,146677.183161522
528220040,173290.405989497
535402230,142710.608568344
905426010,222982.785749813
905352030,205927.229308381
906392070,193528.599224239
909275040,125131.520651294
909425130,189173.74218252
909101060,60025.0767783783
905104240,130460.622062411
909475040,282814.504662222
527105130,266336.430244588
907200230,126333.58827204
528102110,448483.874696845
531475220,145418.776205254
907280040,225432.939414267
527276150,103484.223874417
908225180,91200.0477341352
534431050,196028.646425208
909250060,202928.252089727
907410050,198566.481402999
534128020,213250.062093469
527358140,192396.306889849
909475230,320555.487712286
914476330,186284.573111593
905101450,144547.973754487
923252100,136651.688016747
533242080,176831.822894917
923228370,94814.1445787809
909100150,113748.872917295
534425080,184167.853333771
909428120,212770.645986931
527108030,246580.173423054
923205015,163842.744005654
533208080,164352.920189106
526354020,192679.262701321
905101200,111011.990130259
905200260,159012.632820663
528228565,201394.374058283
534176140,159719.963079118
903231190,101747.700444024
910203020,99766.1151970459
902400090,101324.446874131
528222010,277200.528353033
528102030,337229.009632713
909179020,218403.973220266
903427120,146613.97000426
907412040,192289.732553226
535353050,138605.749470828
904301410,108109.042850642
910200040,119246.5683368
905301050,296636.747129279
903457130,112460.975612798
909250230,172985.26965081
907194110,193133.852433644
527302110,212588.710047573
921205030,368372.768461534
528166120,429960.61838114
527146030,262565.848047291
535426350,149373.131099896
902206130,121184.048053388
907131190,198956.962412902
909254140,91177.5239538717
905101100,92728.2521145785
528376010,318406.581726949
902329030,199971.042753657
535304170,138235.466750058
907420050,173222.16597143
535380130,120255.779745032
528429060,273287.868770588
528240040,168141.041878168
909428110,162729.027757681
909275110,193270.751718423
534276010,120071.278817931
535425040,199970.089219692
902300215,136673.974760022
916460070,198375.879612179
528429100,302952.76116128
903206170,167848.4943003
907187040,220153.465900477
923227100,138460.026355595
903453080,183175.557419932
923225260,175291.300773836
533212130,142073.727546023
907180120,211892.223773571
902306130,152662.458785998
527254070,324955.472196226
904351040,65417.359514991
528390210,224747.521713657
909428190,197959.351612292
528363130,345039.869355398
904351280,130987.219175062
907262030,207214.826838809
923400025,158077.76294173
907295020,201250.185153023
914452090,171383.107284561
535152010,126911.649780737
909251030,132435.611111222
908228040,128540.213250173
528102090,343194.868883563
905478030,134992.300500023
535402180,118031.64866092
923202220,127358.803093186
535126010,192745.057600941
528482130,229967.133739126
909280030,238091.240044926
906380050,225689.567972072
909252110,173652.378100319
906380190,186519.403008196
534175100,169700.919495731
532476080,246087.541580422
903476090,124803.89915532
535452140,102811.183403962
527455030,138769.623165587
531452260,171678.377167971
531380110,193945.237200119
527110120,175219.432061884
535383110,102629.660183851
908152180,152635.963657012
908186080,142914.631231675
902106010,146593.138009717
527182020,174110.057738592
535403030,134815.657951449
923201020,141956.710617975
902110120,114996.342386116
533215020,288276.205650589
906225210,153923.059843353
533208090,183289.141006792
534400050,166294.542301736
534276290,104779.779533155
528445020,232748.488107811
534403410,166296.445402633
533238045,287649.516703058
908276230,116910.915597678
908203100,95021.2555670175
531451280,199064.574167196
907180050,193025.028708557
534403050,142471.817949481
907410080,212326.120807172
527106010,224726.946405378
904302260,103787.646892258
528290190,167878.270481562
911370500,296995.674769833
528292060,235134.11649092
535457020,167558.37326662
907227060,127007.059142202
923275010,149939.456731623
528477020,242949.532706631
923204150,131492.113585397
528106120,256232.189354978
532479050,142053.269717257
905200100,123218.913192575
528176010,468054.145591561
906394050,176368.670581523
914478045,153195.08141312
902125080,92594.9916721008
528102100,274751.025699406
527212030,445769.761976276
914452060,140413.965497899
902330040,189146.502212883
531453140,149773.818928009
907227030,126786.080331145
534250335,179121.985200991
534430090,122722.727094365
527108040,243929.021962036
909254070,188908.18461369
531363080,133601.285989792
903201080,177309.21132328
916382110,326531.412576341
534429030,99230.1843810346
903475100,123045.824087457
534426040,143600.467570134
902328040,131386.443318514
528174080,208820.316426907
902400110,339034.177943141
923226150,144999.175822289
909277090,149427.415675868
907250050,296183.613139736
527254020,373525.978741089
909276010,220462.736255254
535455060,122737.240604096
903226060,157309.130424578
535325460,219865.177054979
533252020,160597.29468298
902103170,92874.0149734687
905105040,107590.045896016
908128110,177551.859780164
907202080,135530.338964289
534127230,161700.893393584
905102060,138554.73555004
528482010,257541.393496589
534430110,139762.273475122
533352150,167770.556947634
916386140,213824.952247964
908188140,132959.908925169
531451030,179441.882289079
905200490,111604.953973067
535302200,121252.253607494
907414080,169279.043900793
533241010,180886.002532411
909256060,127837.275710363
527250040,134929.490636123
527165010,186831.663453733
902300020,184224.065479149
528222080,176500.419011925
907196020,225071.831417527
531371050,182833.659528196
534276160,129764.135552756
535150280,133458.533328591
528315070,269634.787835027
907412090,206772.246298927
909254050,209175.696824729
923229100,186619.219694036
528250030,212759.080208967
527353080,185277.338398625
908152110,150989.110520229
528429090,314471.124598881
533210060,167178.968092517
527225035,232376.326589474
906380170,207391.965960697
902204080,83356.9938848241
535478110,104881.753422865
908152270,152014.21523089
903458060,120891.316374925
907285100,234971.597689611
535377090,130661.585635874
527354200,186479.028899065
911128020,119329.273181196
533242030,225915.030874001
907135080,154760.136523847
902104020,145108.182984374
907414070,190259.850215793
528228450,201090.756887768
905425125,229551.471661845
534225110,133591.348214438
903427090,164232.275338763
902109080,125233.235148004
531452020,124141.163691951
534451020,63476.433878284
531375120,161648.008017515
531451280,193626.257817909
907192030,187288.709924261
526350040,115846.222313336
534202030,141950.754002317
528172150,285256.176791484
908275240,110418.491063789
908151040,155243.807751598
528458130,312476.822018376
532378200,134232.186805967
535303030,175864.796908241
533208040,198126.500182367
905201110,172562.96374201
527126030,275053.304374821
907412080,188989.633078537
528142010,299460.664269749
916403020,188741.792975548
528120060,367510.265567433
904351280,126304.676117276
533244030,248578.598472723
924100070,162495.013726318
906392100,239765.318879192
905200350,148525.809404522
535125010,266314.079339734
907180120,212778.356854863
534251320,166686.087528168
527252050,299403.266594361
905451330,154897.899990208
527356020,300369.639511523
909131170,141021.886347699
528218030,172297.553907343
903454060,71350.6428946366
907252020,250995.992816704
923202060,129791.487786903
528435040,316503.508951266
905201080,154041.71386788
905300080,146927.926371043
905229040,141562.35456758
907254050,195725.652009277
903426160,154195.894978602
923228290,79456.4781766258
535402070,141974.717362298
909101080,91626.2620520692
535175030,157848.330189477
531475220,151432.398872277
903454010,126195.592355582
528228360,224743.449367709
534427010,148411.121054935
905476225,127524.459105464
907202050,150857.988555793
903227090,125756.120904577
907290230,139255.900068417
531375070,141949.400260889
534427140,144126.762480345
531452100,154599.051298469
528186100,350483.483938262
914476050,145899.269849745
535382130,159335.815696324
906226080,147732.174335971
902207120,89479.9304255203
531376050,178665.272493173
907295100,217256.218079902
903476090,131521.836898728
531375060,147585.160065358
535453150,146700.125646638
528106050,442681.813436364
535454060,83729.2251412475
528106070,318700.352689625
923229010,152523.774293837
908102050,105029.59154106
535425040,194120.473999134
533221030,177419.834105123
528427020,239075.537105945
535352080,107628.837904032
907203060,115618.637290077
903201080,183247.369010525
908188130,127470.351110983
907420080,185536.376371921
908186070,145382.723315674
531382090,179173.239743699
527353080,168626.163139115
533350050,329298.064188723
528218130,208440.093904438
534403100,158531.128196249
905402070,106033.191762952
533253050,170158.894527147
907230240,147340.601834771
527403040,147800.943866783
909252110,177559.310309016
907290090,204920.658385821
923202025,207104.389237576
534403360,151491.188077037
527454120,140907.348300526
907250020,250720.630908781
907414060,187188.713666371
909250200,140478.256624276
923251160,115587.988371183
527182190,219122.281450383
528363130,356914.188584228
535452140,108234.899049593
527216050,417278.543088535
904100140,228949.801025592
916125360,158402.369134021
528250010,171293.563555091
534276070,145482.861476343
527357110,140295.37206343
528441090,450474.983145991
531380080,240754.929560191
904101170,115613.675582925
527404150,116390.725993756
903231220,92285.90971886
527161010,177979.755022133
528385050,231808.809263446
907181090,198190.185943855
532376160,130344.592680992
903236130,185967.019621023
534425310,147377.421350797
905450020,143485.8877654
535450210,133672.52835023
533206070,224853.85748709
533223110,146373.53374558
903232090,146439.715633132
902427040,105946.061165964
534151090,204940.006628489
527359030,156483.634375766
906225180,189986.426407544
527107010,188505.603244657
905200220,125147.512525226
906340130,331795.335249558
903233050,133533.392589305
907253060,236223.079786351
532378220,125048.968269754
909428170,225561.754976798
907275030,232185.818975915
905452140,139343.844587859
905378040,125118.87181059
905200260,156513.334844157
528186030,301525.986067195
533242080,185799.851892499
907412070,206113.685417134
535300120,170403.945547283
528240020,192019.251459465
908127120,114615.545279779
902106120,85953.5857429834
907270040,271204.315242258
528275160,262304.808289837
907420110,165587.623874157
902111010,100574.772080599
528240080,242744.569377875
535401140,142990.567163721
528228290,201873.183293832
527454130,145294.70863498
527455080,145343.907123028
528427040,218142.938368291
916460070,172031.403847946
908275220,125004.255269539
533352150,159152.208605029
528458180,226550.853209577
902305080,142519.65282114
907200250,151562.430138188
907135180,119874.027681523
907200110,124901.29736031
903454020,66947.2956908543
905108090,144856.539011241
907202010,154325.061287852
907262050,224702.515673306
911370490,256138.860049945
527365030,251287.952608134
527110080,185619.380392144
534431030,132106.250890886
531452010,124101.509296493
528439010,226629.295016448
527212050,323926.681077701
904100100,232289.028125841
914467040,257861.868964096
923276250,134367.950031905
535457040,112618.100949712
527356060,169985.347589451
535378020,116851.949650959
531451030,188520.884564965
907275090,218067.433891959
907192040,220089.019240449
528458150,287505.532673948
535301170,147636.82368675
535402330,174887.047098571
534403040,162525.700153032
535383070,107877.108957957
909254050,195524.537513447
908102160,140379.822805493
528106040,387350.211924581
535456100,117205.856634384
528110100,413957.030374448
906202040,166172.6306594
905226050,162554.222027235
923225300,95898.3050648974
907285020,233045.22402167
906223040,213807.823707371
535327210,150266.409631401
528228405,231704.26668322
528480130,231548.755725729
902329090,151932.907661445
527404030,141337.346269901
908225310,108754.517449534
534450090,49341.4837724603
923228180,89530.8897535805
907176010,199892.486801557
535180120,129187.988179756
527454050,143687.729998524
903456090,90158.6840911403
908226120,104172.995274508
903204010,142811.630092891
528429070,268572.82370164
902103120,126154.680160422
528142040,347093.009045317
527355280,192779.985807407
528118050,444139.019131803
535376090,119226.327469494
534275010,131027.574274557
535150300,250134.312737768
528221100,174380.42149666
531375050,154617.334585425
903235020,86946.6278175066
909279040,113075.050093081
903400040,183542.598603623
527355150,289644.428166613
905202190,259504.635905972
916226030,228317.479539884
533213120,175206.231479663
911204090,86405.1202834543
903475040,129281.903188566
528138030,375175.713677494
527378140,161823.228167683
527302185,241285.894341416
528174070,199064.384324515
903229040,121895.497672348
528186010,315060.385650875
907265100,216317.80759295
916382120,301595.87065855
531451290,186262.012316624
528168040,311559.136743527
902202090,131247.058543291
535450160,63835.6978685717
527132090,231518.505074064
534250370,293470.072325388
906380070,343993.089094952
534201130,130963.486687394
916403200,214305.926409956
906226140,116293.309797177
923228150,102781.381015224
906223060,198274.123660736
535350030,144593.334076245
528228325,196625.354406948
905103130,154399.402991003
906223140,212103.498632639
909179020,192288.815646515
534175010,136496.95409564
906223220,204329.95216241
909275230,194463.633474442
533128030,250057.989450062
907252190,236169.694487132
908186040,141236.559454011
532476080,274505.881603462
528290090,168581.462650347
528166120,442156.096699427
527451410,97157.8944962645
534475185,160272.317369476
533254050,206016.015597507
907202100,115776.19943902
906476030,176686.851980386
534152120,161766.137377883
908102290,113877.059237341
528221040,195720.985601721
533208020,221884.594607795
905377130,98621.0148232919
527451400,88672.7428123858
902328040,135180.518819519
535301010,137065.300609798
905480180,121763.743010786
902201130,108082.343036484
923225150,107379.806949285
904351200,113686.731213726
909254010,141434.563132888
916382010,206042.344552292
923228230,92617.6006310099
923426070,137053.406001164
902204060,128104.060167377
910203250,62367.5317613498
527105030,200829.345725077
906392130,170520.179725886
535155110,139102.992977022
531367050,223423.412146732
528108120,357575.1368111
905478030,133181.359924887
527357180,270281.50733119
916455050,204111.236775383
528221060,174302.44323813
902134100,87628.057258052
527105050,184587.926450471
528344040,331829.827333421
903454080,123713.211973422
531451110,126782.573913406
534226060,152172.752297065
903231050,109541.969078056
902107030,133503.214673898
527325240,164186.860629279
908102110,98673.3217846299
909425060,191423.925045579
903453080,193466.964913837
527359080,196588.042154102
905102010,147403.987706579
906378170,221914.00974123
902125080,92928.6797089343
534252090,185832.28095827
534177210,168082.042771818
907401080,217602.088814569
528458060,200626.430968752
528228345,241505.978054012
533213020,196061.36496532
528382020,306471.550923178
909281080,247226.289756873
902105060,126559.209638232
906380150,180008.87128494
914476020,116044.702971504
905105070,144614.157712865
534400120,170635.028610462
528344070,422172.730263497
527162090,173127.863859735
528120100,233642.950725285
527353020,181781.449429069
903452025,101788.657104164
905351089,175544.915013762
905377050,95751.2656043808
911102180,79126.1787782438
532376070,122571.023281921
923277030,132916.16996567
903232060,106985.044852021
528174030,194087.524063464
535426130,190164.796299517
908186060,136405.862956399
908188150,147821.66555196
909176150,127004.394456009
528290140,193398.525861455
527327050,179745.379449194
528363020,316936.947687901
905401060,196791.564280729
909275080,190499.509662827
905106170,125816.580346234
534125210,156639.662082731
528180070,298497.785118293
531451020,192386.949463172
902103100,120260.596605138
905475510,107954.090373826
534400060,159253.629528586
534475170,164657.11858932
902477130,45116.9102531627
903484020,132774.782467327
535450220,117905.757007913
528174040,203980.081027621
907410020,179892.002080349
528482010,263141.401637598
902402130,109663.113689921
528221010,168880.763595741
528142140,323925.136478602
526354020,196058.560305058
