"","x"
"later",0.00803951054632347
"most",0.0725193030248329
"tears",0.140529051278633
"moved",0.132383739528773
"makes_this",0.0469263043882959
"noir",0.444361475244775
"at_times",0.190374813717739
"liked",0.23033244354245
"warm",0.193097941818563
"treat",0.300022385584597
"crafted",0.110435419717838
"favorite_movies",0.610495565572809
"although",0.062298344990238
"who",0.0133773135613608
"to_perfection",0.00100209269909345
"as_good",0.0254769868432756
"not_be",0.0323442785744812
"surprising",0.362700797483521
"meets",0.0869279523063694
"of_human",0.0809886683011005
"ways",0.11251316371364
"believable",0.321825539192792
"contrast",0.0534014854766686
"would_love_to",0.528764845927118
"frank",0.116697192452559
"chilling",0.376530553853972
"splendid",0.289094343901147
"brought",0.0638141664001296
"beautiful_film",0.343236892223191
"for_those",0.162666882560076
"creates",0.0653631278393877
"become",0.0630014040505213
"appreciated",0.307374589439881
"touches",0.262478204353273
"steals",0.410509195670715
"gripping",0.186819416681839
"performances_from",0.213347141557747
"vhs",0.0683386748888902
"saw_this",0.148998904092648
"fresh",0.0727844022000749
"get",0.0127476362356566
"certainly",0.0590934325862051
"episodes",0.175456327374258
"at_first",0.341300716781106
"sometimes",0.0581903070703226
"9_out_of_10",0.763523784916711
"spectacular",0.25703908555993
"provides",0.0535038272720691
"to_be_missed",0.356449089806969
"traditional",0.21207706505788
"9",0.151137472353783
"late",0.0354832307290373
"surprisingly",0.502492364336443
"steals_show",0.416142092295189
"as_good_as",0.139120459391757
"genius",0.208692357058891
"may",0.00105208880446975
"recently",0.0256274535524349
"freedom",0.376086610993776
"shows_how",0.221469430428492
"ever",0.00182645597543044
"not_perfect",0.173635961180832
"chance",0.284663839895969
"others",0.0453573718382152
"not_to_be_missed",0.350406880670408
"jean",0.0896683757444601
"delivers",0.0834846635992648
"also_good",0.50328737558832
"see",0.0829648301008806
"surreal",0.443273367825792
"cast_excellent",0.00671436792885328
"impact",0.283357378171427
"sense_of",0.0151312900854213
"easy_to",0.142756359321657
"appreciate",0.254129809217192
"thanks",0.299174035855985
"season",0.114982855996142
"just_right",0.257271712219706
"one_of_funniest",0.265406803772427
"compelling",0.142758942378194
"tender",0.114825849185452
"together",0.087655989550723
"nevertheless",0.361352637144173
"easy",0.130311923179887
"won't_be_disappointed",0.84124876165404
"captivating",0.0475968799343166
"on_edge_of",0.461900185478569
"happy",0.0313325253881332
"captured",0.0123209846928815
"bit_too",0.311967653803252
"familiar",0.0942542341008388
"definitely_recommend",0.87820803358635
"performances_by",0.19510811892245
"soundtrack",0.112032515869171
"can't_wait",0.339720186206036
"love_to_see",0.161115216294037
"greater",0.109633249657346
"performances_of",0.214983163916226
"sees",0.0416895870310364
"excellently",0.0928458940763352
"can_relate",0.428247380324211
"rewarding",0.113429775385953
"reality",0.104476425670123
"innocent",0.293629399721607
"future",0.0758843420283272
"this_best",0.31433666573431
"yet",0.0557551390597052
"light",0.0783405331718888
"touched",0.0451054652322921
"very_moving",0.0690896745565169
"in_opinion",0.105898010191982
"international_film",0.197559063131331
"be_one_of_best",0.489808055204029
"very_best",0.0374587764194302
"for_anyone_who",0.0786902603682725
"so_real",0.159794821727659
"surprised",0.256904434968632
"raw",0.0178224625514279
"power_of",0.10023004668774
"all_great",0.0120192067343395
"great_to_see",0.053244673745183
"of_fun",0.130423893137629
"this_gem",0.254116348918526
"story_told",0.408786480336296
"matthau",0.0419094909746546
"film_excellent",0.688143469596415
"even_better",0.588727531081231
"be_seen",0.338392284042919
"all_time",0.0544385642284579
"desire",0.187003457836639
"layered",0.0570308730848624
"sensitive",0.20242749463372
"bit",0.0897029698301175
"pleasure",0.197455938922616
"must_for",0.465227560636527
"best_of_all",0.157586823975033
"everyone_should",0.0825181069684188
"past",0.108084202798485
"watch_again_again",0.696513729494975
"inspiring",0.210698070201016
"good_job",0.207813462551208
"explores",0.199510674509104
"witty",0.161836341154862
"courage",0.138524503817888
"relate_to",0.125145497949667
"fell_in_love",0.243228080710376
"comedies",0.21055595078109
"release",0.164066351701504
"as_ever",0.0862238154144999
"french",0.00892135659238661
"love_to",0.0281140056246769
"movie_excellent",0.0532236654242875
"but_still",0.236429379365789
"tense",0.354080295054836
"still_great",0.270077857741231
"older",0.0375853044686487
"to_all",0.0314090301227649
"brutal",0.194963096781291
"film_for",0.021811076345384
"holds_up",0.378984407378288
"delicious",0.442719719841988
"watch_again",0.137175859902587
"once",0.0814104556112808
"contrast_to",0.05755612610442
"wrenching",0.118200111753904
"twists",0.0764790168387094
"dreams",0.0602969355312446
"landscape",0.0417521978439697
"seat",0.101821279990279
"subtitles",0.426433262140019
"really_liked",0.383319319184458
"side_of",0.185793502852094
"vision_of",0.241844017128155
"in_united",0.41670766212374
"thought_provoking",0.607820315623799
"how_well",0.316004897293628
"murder",0.0526230936494221
"in_lives",0.297657979490601
"quiet",0.0998572805491852
"louis",0.00197269323965689
"effectively",0.00469213590032586
"twists_turns",0.190233350543395
"animated",0.0384689527963312
"consequences",0.119438149852587
"adorable",0.052267348314225
"harry",0.0199314966806488
"be_disappointed",0.0838035188072996
"little_film",0.590707106206174
"strength",0.0689799052845136
"engrossing",0.112296655267264
"absorbing",0.311936963570699
"immensely",0.346506052763089
"devastating",0.33867206419308
"great_show",0.29854114039061
"it's_one",0.105524734321997
"going_to",0.0839459886203572
"joy_to_watch",0.298029200043606
"sure_to",0.119489424671677
"awe",0.00569987257600779
"worth_seeing",0.192229513715847
"based_on_true_story",0.451180329722744
"blend_of",0.000982187330847786
"thumbs_up",0.412958251463448
"this_very_good",0.537089086655183
"pleased",0.472354865657907
"still_love",0.115765608504885
"back_in",0.151307754797165
"on_true",0.132877910290537
