"","x"
"unwatchable",-0.401370633366323
"not_recommended",-0.393349390130799
"drivel",-0.391719500307657
"pretentious",-0.387151697167098
"sit_through",-0.384108525080008
"badly",-0.382104058199436
"unless",-0.375584705279086
"than_this",-0.374636398853008
"stock_footage",-0.3744885570468
"i'm_afraid",-0.370150646663168
"sorry",-0.368045065122267
"incoherent",-0.365765621771077
"cheap",-0.36565170520686
"this_thing",-0.365369696717548
"no_sense",-0.362798152556276
"unfortunately",-0.356871180945352
"embarrassed",-0.354123436747428
"stupid",-0.352715523329613
"not_very",-0.352536638313507
"supposed",-0.350446435240411
"shallow",-0.342042745630885
"weak",-0.34087595246356
"just_didn't",-0.337657263503866
"predictable",-0.33644142132162
"in_grave",-0.329824072483819
"way_too",-0.327621309414342
"garbage",-0.325645252637057
"this_piece",-0.324724574272514
"one_star",-0.324055071188309
"crap",-0.322884272484068
"nothing",-0.317980012600528
"not_even",-0.316309785234332
"olds",-0.30805975003318
"dvd_cover",-0.303606732944783
"rubbish",-0.302110996591252
"save",-0.300276095308393
"painful",-0.297716062731467
"embarrassing",-0.293974404750121
"hoping",-0.293138563787875
"save_this",-0.281245773986361
"credibility",-0.273517372770925
"unappealing",-0.272578061367882
"interesting_but",-0.27173051344839
"this_turkey",-0.271363892247655
"appalling",-0.271163915442524
"just_not",-0.271087840500973
"minutes",-0.269601003808343
"unintentionally",-0.268499207857111
"unbelievable",-0.26437095801895
"at_all",-0.263597888767989
"failed",-0.261038257412988
"unconvincing",-0.260522787682943
"tripe",-0.260079072441204
"instead",-0.259120703632344
"yawn",-0.258031527752842
"script",-0.254858082690735
"none_of",-0.248627359304384
"little_else",-0.248018017047847
"absolutely_no",-0.240799465993066
"to_recommend",-0.240262195068894
"bother",-0.240119294864102
"oh",-0.240099384822767
"one_of_worst",-0.239038993394749
"not_very_good",-0.234413822805305
"promising",-0.22975180090296
"what_point_of",-0.229243023646828
"doesn't_help",-0.228212766429253
"insult",-0.226373549311144
"sucks",-0.224310365979067
"something_better",-0.221113698207067
"this_mess",-0.212898165511574
"turkey",-0.210726970495029
"look_like",-0.206889639604845
"little_to",-0.205748265307139
"walked_out",-0.203831594669217
"remotely",-0.203518475552313
"at_best",-0.203181502250963
"or_something",-0.20144676407946
"could_been",-0.201193270914977
"attempt",-0.199387208136288
"unlikeable",-0.198764957860602
"2_out",-0.198257093315319
"what_thinking",-0.19613912146112
"wouldn't_recommend",-0.195133366568011
"stay_away",-0.193565620299856
"but_not_much",-0.191174035298869
"paint",-0.191078831157708
"ashamed",-0.190113953794296
"sadly",-0.187833905409429
"inappropriate",-0.187733262384727
"doesn't_work",-0.18456064173425
"couldn't",-0.183173003746462
"supposedly",-0.181434583590662
"bore",-0.180331171994196
"bored",-0.179884366467122
"boredom",-0.17871678528163
"cardboard",-0.176909695260382
"blown_up",-0.173874213383797
"sub_par",-0.173809149145389
"okay",-0.167755823130733
"irritating",-0.16766873724879
"ludicrous",-0.167569304776012
"guess",-0.167166758381078
"turd",-0.166278123627516
"4",-0.165742458273046
"obnoxious",-0.16500421581752
"problem",-0.164682359019992
"unintentional",-0.163793277538494
"stilted",-0.161703958129973
"much_better",-0.158959233421667
"how_not_to",-0.157712560146605
"not_enough",-0.157577445340138
"neither",-0.155279172171016
"disappointed",-0.155086075564386
"just_doesn't",-0.154049758914988
"best_part",-0.153663584363645
"barely",-0.153499493718499
"watchable",-0.152762317512235
"least",-0.151290842049548
"writers",-0.151030197482303
"even_close_to",-0.149305263827725
"potential",-0.149194233529313
"why",-0.146431857407614
"downhill",-0.146373111692919
"thin",-0.145615356893213
"motions",-0.144194113933315
"just_wasn't",-0.142122558999873
"if_this",-0.14083292254052
"dimensional",-0.140291235680303
"save_money",-0.140127692675552
"endless",-0.13998402304015
"would_been",-0.139887404633852
"might_enjoy",-0.139691959231268
"if_want",-0.138877671176502
"silly",-0.138005868578206
"too_many",-0.137476764600564
"as_if",-0.137324603902366
"ok",-0.136508698754687
"hype",-0.135953690317255
"insult_to",-0.13429215477956
"muddled",-0.133104661496722
"seemed",-0.131977601656537
"only_reason",-0.131645945348967
"looked",-0.129660777824724
"idea",-0.128356451102382
"excuse",-0.128260162068771
"lacked",-0.128131376536566
"trash",-0.127799538972931
"this_crap",-0.126488842776221
"junk",-0.12639731377984
"so_bad",-0.125050869216442
"1",-0.122947615136682
"basically",-0.122570624181035
"movie_just",-0.122181228130039
"bunch_of",-0.121522185650362
"ruined",-0.121334219724004
"it's_just",-0.121287210719699
"alright",-0.119714097236812
"propaganda",-0.119647007254946
"how_not",-0.118341083735438
"isn't_even",-0.118263333375932
"read_book",-0.118179088187082
"doesn't_make",-0.116264895984718
"cash_in",-0.115250462306713
"any_of_characters",-0.113814314499687
"tries_to_be",-0.113675850226537
"money",-0.113607965453865
"worst_movie",-0.113365506968636
"original",-0.113105489425641
"see_any",-0.112357876113275
"looks_as_if",-0.111156137127182
"stupidity",-0.110988778718664
"would_be_good",-0.110968785203072
"not_in_good",-0.110861951403639
"not_much",-0.110489487903163
"there_some_good",-0.109533128177011
"looks",-0.107547170748878
"plot",-0.107226005080719
"rented",-0.105911914172136
"should_never",-0.105509773161366
"this_just",-0.105165044530904
"letdown",-0.104661540606518
"no",-0.104102184246434
"be_funny",-0.103921280513114
"hackneyed",-0.103342072617376
"attempt_at",-0.103074660337936
"someone",-0.102770089309553
"disjointed",-0.102688149185044
"wonder",-0.102561521346296
"apparently",-0.102350459681063
"mcdowell",-0.0995733216764297
"looks_like",-0.0963806665216731
"rip_off",-0.0960434202549715
"if_had",-0.0956940148817986
"half",-0.0948335585370337
"only_thing",-0.0943650081586573
"joke",-0.0938058582754356
"might_been",-0.0935288598651338
"isn't_very",-0.0934346461005064
"great_but",-0.0933110793530991
"few_laughs",-0.0926159370536651
"dumb",-0.09158726235578
"not_make",-0.0912059758400483
"lack_of",-0.090338177759556
"flimsy",-0.0902480432659209
"stereotyped",-0.0896483235090095
"main_problem",-0.0895997217586261
"lacking",-0.0887482740501301
"3",-0.088325790643435
"suppose",-0.0878422216436495
"very_little",-0.0877033627491142
"nowhere",-0.0869409110106412
"fell_asleep",-0.0854979391722448
"be_comedy",-0.0853363649801152
"very_slow",-0.0852692419953072
"dorm",-0.0850445856069707
"not_enough_to",-0.0845011336178069
"been_great",-0.0843065501192067
"bela_lugosi",-0.0840188595639912
"existent",-0.0839692947240879
"reason",-0.0838773847340117
"acting",-0.0838078473901998
"christians",-0.0837673970636075
"anything",-0.0831841904722574
"shelf",-0.0825109136320191
"effort",-0.0824571138322723
"atrocious",-0.0821921783606391
"whatsoever",-0.0809808938271632
"doesn't_even",-0.0809764373621447
"looking_forward",-0.0802265038320105
"saving",-0.0797597139764583
"stopped_watching",-0.079470704659321
"to_work_with",-0.0785897566655483
"rip_off_of",-0.078488048640153
"few_good",-0.0769757312746515
"to_believe",-0.0766555479224657
"baldwin",-0.0755406895113668
"from_original",-0.0752566884303071
"cliché",-0.0751120555033352
"very_bad",-0.074946319368615
"honestly",-0.0747134432637788
"like_watching",-0.0744646360062517
"through_this",-0.074198610393929
"either",-0.0736706085796832
"vapid",-0.0735348710669913
"animal",-0.0735197743872547
"simply_not",-0.0730470603185268
"director",-0.0724971260066904
"asleep",-0.0724811173911011
"to_make",-0.0722560901838204
"not_one_of",-0.0721263215597227
"who_made_this",-0.0718747839476259
"premise",-0.0715904504520434
"tired",-0.0710832700801374
"paid",-0.0705353278156759
"lifeless",-0.0701375077816995
"far_too",-0.0700259796215038
"if_want_to_see",-0.0699118974425049
"scientist",-0.0692642273923743
"trying",-0.069186591014649
"otherwise",-0.0691759678625891
"total_lack",-0.0689900946548684
"tolerable",-0.0688397370791699
"crappy",-0.068302117987746
"b_movie",-0.0673134476146873
"two_hours",-0.0661642548813989
"material",-0.0653625650344919
"except",-0.0638176167272516
"reason_to_watch_this",-0.0637918199428964
"unrealistic",-0.0637604680773084
"forward_to_this",-0.0626963952588641
"decent",-0.0623482060763194
"grade",-0.0623337614168098
"this_travesty",-0.0620515454997346
"any",-0.0617089189851858
"flat",-0.0610950119813579
"with_this",-0.0606450300201254
"embarrassment",-0.0603491941936096
"make_movie",-0.0599853185663627
"potential_but",-0.0590634808680897
"offensive",-0.0589632649042187
"absolutely_nothing",-0.0589253530450451
"any_of",-0.058571455938232
"nonsense",-0.0577680167244861
"worthless",-0.0577100903473015
"write",-0.0576497021327552
"film_school",-0.0574291460098167
"should",-0.0565450878477231
"be_good",-0.0559609044639641
"inaccurate",-0.0555595792597451
"if_want_to",-0.0554488390182399
"wrong",-0.0554339397942339
"even",-0.0553290705071713
"seagal",-0.0549592700060755
"would",-0.0541296658004555
"completely",-0.0539066858655404
"only",-0.0534513563270198
"off",-0.0532193341535137
"hairy",-0.0531690930478615
"looking",-0.0525909595325352
"obvious",-0.0525079752300384
"better",-0.0523667265993315
"victims",-0.0522879733626704
"bothered_to",-0.05112099595864
"too_hard",-0.0508000992580315
"what_point",-0.0503286589090802
"van",-0.0499949764822528
"just_plain",-0.0499145929148113
"research",-0.0491181313463011
"rent",-0.0489421629459181
"writing",-0.0488098498124598
"horribly",-0.0486974274187366
"distasteful",-0.048360821869735
"let_down",-0.0483423689837485
"insulting",-0.0480099868755705
"low",-0.0476322193901599
"ugly",-0.0470821737164431
"camera",-0.0469035429056341
"so_disappointed",-0.0466304630641944
"very_disappointing",-0.04658044977425
"actors",-0.0460212671231743
"just",-0.0451742414867133
"this_piece_of",-0.0445189097778743
"did_not",-0.0437801810511792
"watching_this",-0.0437166364284701
"2",-0.0436236157731503
"just_seems",-0.0433139304324619
"to_believe_that",-0.043252964236834
"accent",-0.0422476373242706
"embarrassingly",-0.0405620273784011
"disaster",-0.0402870037165879
"confusing",-0.0402349833323019
"if_director",-0.0401519885235971
"for_free",-0.0396857316507882
"voodoo",-0.0392988397687565
"could",-0.038402131750535
"to_sit_through",-0.0378036331975425
"book",-0.0376099560958302
"whole_film",-0.0369327321774071
"bible",-0.0353760591845519
"absurd",-0.0347630293930787
"that_would",-0.0344982995054425
"stick_to",-0.0342129766215879
"idiotic",-0.0337259401314691
"this_dull",-0.0329226582611798
"to_be",-0.0328549016517077
"producers",-0.0325216220750079
"walked",-0.0322909057125381
"not_that",-0.0321026935799525
"revolting",-0.031824862915216
"do_not_watch_this",-0.0314311139978162
"don't_even",-0.0310793185461922
"didn't",-0.0305966229767305
"come_on",-0.0300024532795105
"maybe_if",-0.0298018559129166
"wouldn't",-0.0292043904697494
"wasn't",-0.0264360290101604
"why_did",-0.0262816634215535
"screenwriter",-0.0252795752075276
"reason_for",-0.0251959567654505
"some_kind_of",-0.0246542278717075
"lack",-0.0242211466739779
"walking_around",-0.0241404222767713
"thing",-0.0221321972842031
"what_exactly",-0.0204826192657333
"started_out",-0.0203100114014202
"seems",-0.0198094595399935
"christian",-0.0192037664922344
"of_worst",-0.0191369939741076
"women",-0.0179957983201485
"but_this",-0.0177957875374223
"scriptwriters",-0.0173167086936832
"mean",-0.0172674121591211
"half_hearted",-0.0161959846356237
"about_as",-0.0155405694132746
"minutes_of",-0.0155188351973172
"shots_of",-0.0147337195799054
"bad_movie",-0.014490174378091
"sucked",-0.0144393973626496
"elsewhere",-0.0140883752931816
"even_that",-0.0133836042716725
"shame",-0.0133771295421445
"just_too",-0.0127683672116755
"pass",-0.0126597098472172
"value",-0.0124019912598724
"minutes_into",-0.011939382132388
"don't",-0.0114625928785863
"should_been",-0.0112870699854955
"left",-0.011228663256071
"frankly",-0.0111464891224378
"felt_like",-0.0108988030581997
"for_this",-0.010793939599419
"would've",-0.0103073543936473
"watching",-0.0100707078955386
"sadistic",-0.00971058645714716
"for_actors",-0.00954050065788448
"below",-0.00947363742787831
"only_reason_to",-0.00913871844932538
"interesting",-0.00898061573443686
"inept",-0.00882631704313328
"plodding",-0.00768658038876382
"filmmakers",-0.005148611650319
"maybe",-0.00505358926330285
"believe_that",-0.00467201068924696
"from_outer_space",-0.00446407509889352
"rest_of_movie",-0.00437561053403147
"hour",-0.0037483416210425
"made_this",-0.0025041579278624
"annoyed",-0.00212518983952976
"appears",-0.00176345116098556
"of_movie",-0.00120612805608826
"not_one",-0.00111076292577592
"screaming",-0.00107959660989613
"but_sadly",-0.000731470518986461
"tried",-0.000520164289029858
