"","x"
"feel_good",0.127264508827397
"chance",0.16501669415791
"as_good_as",0.0806225916511248
"traditional",0.135446402801159
"steals_show",0.314888745863182
"thought_provoking",0.335128009598836
"pleasure",0.289801498356402
"so_real",0.0654492638212258
"viewings",0.25849756416203
"small",0.0432960793603849
"on_edge_of",0.346109120160308
"definitely_recommend",0.419617154241032
"power_of",0.265345245997108
"courage",0.250362735982637
"to_be_missed",0.144355543553386
"steals",0.0759718745646249
"deals_with",0.138896224227871
"fast_paced",0.401024600753852
"strength",0.0460706597455094
"at_times",0.0986706560647978
"images",0.0289840681501332
"surprising",0.162812371395426
"takes",0.0599848510278437
"together",0.0642239644743445
"portrait",0.00470032606028515
"soundtrack",0.0106037802950951
"in_lives",0.421658641971402
"dreams",0.0846362625247496
"this_gem",0.0690563499987562
"this_very_good",0.574527867836314
"reality",0.0612072654164403
"touched",0.130933603787999
"impact",0.129059240539494
"bit",0.16029704571765
"moved",0.174058368685887
"performances_of",0.12408852917542
"must_for",0.534707565780644
"film_very",0.00380210863696507
"raw",0.181926394443104
"very_real",0.213772152502747
"impressive",0.0373466075867993
"going_to",0.0197622513309579
"touch",0.0186129320178959
"future",0.0694970512268646
"eerie",0.372608622669816
"also_good",0.190548301535395
"story_told",0.214084908780144
"pleasant",0.319486928836001
"everyday",0.0849610552781282
"light",0.0870798755102386
"carries",0.309797034030829
"matthau",0.084009948063387
"explores",0.123717183635158
"sharp",0.0993467079623128
"simplicity",0.172154847450169
"even_better",0.233541903459712
"only_complaint",0.751883614800818
"fell_in",0.0235456002340735
"wrenching",0.253105077012652
"out",0.0127367101593072
"surreal",0.15485122630835
"witty",0.108225681359858
"miss_this",0.0231419159471517
"frank",0.0666108962636972
"follows",0.104950294058114
"it's_very",0.085818377440378
"portrait_of",0.0496120052500821
"engrossing",0.0245501917931896
"delightfully",0.159668754877152
"top",0.0282804547311645
"innocent",0.201062124107263
"heart_warming",0.00855981491145463
"yet",0.019963388735218
"twists_turns",0.212951502192906
"tender",0.0534686462298412
"would_recommend",0.119588113216275
"release",0.165704509579901
"sees",0.0277261182108233
"blend_of",0.0527720499376236
"comedies",0.116876521874999
"episode",0.0814873574457917
"unfolds",0.0451863408463793
"really_good",0.190122449956494
"really_liked",0.135444078196929
"consequences",0.228910823037554
"work_of",0.0547571338155734
"inspiring",0.00813869225649968
"stands",0.0401199894403028
"james_stewart",0.0400657331886422
"thumbs_up",0.545117656262992
"best_of_all",0.0801918157098596
"cried",0.243803044932529
"but_still",0.107210341333031
"little_film",0.321391718262291
"black_white",0.0253517337639213
"older",0.0188687803385387
"french",0.0296399968159765
"mesmerizing",0.13137749043804
"know",0.00730870366967575
"ideal",0.261579908191576
"for_all_ages",0.0128576825887932
"brutal",0.106502062974855
"cleverly",0.246709689047708
"intelligent",0.0379464835826138
"astonishing",0.0936544814870852
"enjoyable_film",0.000783924885655656
"won't_be_disappointed",0.440210918615508
"watch_over_over",0.416466598642383
"film_excellent",0.0120057976257709
