"","x"
"unintentionally",-0.457353436240528
"badly",-0.456874779868619
"not_very",-0.455471545375736
"this_mess",-0.449761354562262
"what_thinking",-0.44069519864856
"weak",-0.436186754885103
"avoid",-0.435834394504441
"if_director",-0.4308859659415
"tripe",-0.429791721604701
"sub_par",-0.429769693132704
"way_too",-0.428225110219318
"embarrassing",-0.428146967824274
"unintentional",-0.418039598465355
"turd",-0.417428411976942
"rubbish",-0.417265826284945
"sorry",-0.412038044482354
"just_wasn't",-0.411362998978694
"be_comedy",-0.409987631432359
"cheap",-0.409212752250081
"just_not",-0.408018286445884
"painful",-0.404377394023748
"unfortunately",-0.402434943788609
"embarrassingly",-0.401567005473257
"hoping",-0.40046808836263
"bothered_to",-0.397528362692771
"than_this",-0.393626835158898
"main_problem",-0.392404803464392
"unconvincing",-0.391022693813172
"unless",-0.388751962943133
"predictable",-0.383897687404258
"paint",-0.380053383079527
"absolutely_no",-0.378637871018231
"one_of_worst",-0.378098059692272
"promising",-0.377452533585273
"garbage",-0.374423548669371
"should_never",-0.374147796855032
"not_even",-0.373546420110104
"this_crap",-0.371223586063372
"ashamed",-0.371200856189039
"not_enough_to",-0.366975902762147
"sit_through",-0.363643216826908
"cardboard",-0.361608289575781
"bad",-0.361168929117816
"boredom",-0.360180621278871
"this_piece",-0.356608821618273
"little_to",-0.35321241729496
"cash_in",-0.353013271225342
"unbelievable",-0.352560175671872
"sucks",-0.351313231778885
"stupid",-0.349900296025289
"isn't_even",-0.349381515161538
"supposed",-0.34786917368584
"save_money",-0.344033943787361
"hackneyed",-0.342740552393023
"remotely",-0.341437374591219
"stay_away",-0.341282670821283
"doesn't_work",-0.339268948402583
"this_junk",-0.330955427155601
"bore",-0.329094581499193
"tolerable",-0.328281566106557
"lacked",-0.324432914905648
"save",-0.322331739301928
"failed",-0.321613407762875
"2_out",-0.320127122325761
"fell_asleep",-0.317792955475698
"sadly",-0.316541557876122
"do_not_watch_this",-0.316464786644426
"nothing",-0.316181927575544
"supposedly",-0.313449701950277
"bottom_of_barrel",-0.310523324116824
"at_best",-0.308543531513404
"walked_out",-0.308012835766021
"alright",-0.30420827655591
"crap",-0.303822119959967
"worst_movie",-0.302082821701338
"film_school",-0.302081279502752
"none_of",-0.301603338012746
"potential_but",-0.299264070833381
"tasteless",-0.298423257812166
"rip_off_of",-0.297619553057842
"muddled",-0.2970387373675
"embarrassment",-0.296140291038677
"obnoxious",-0.295125348584832
"instead",-0.293603987142606
"to_work_with",-0.292247850282998
"how_not",-0.288303488992237
"who_made_this",-0.285105462221018
"doesn't_make",-0.282494372054921
"give_1",-0.282355551211787
"bother",-0.281054759326523
"at_all",-0.276749716705562
"insult_to",-0.27551676500641
"or_something",-0.272325981689874
"even_close",-0.271310493127719
"ludicrous",-0.268491431439609
"watchable",-0.267914050697498
"script",-0.263222516111572
"downhill",-0.262516444494071
"tries_to_be",-0.261894751681178
"shelf",-0.260730847937852
"only_positive",-0.260352933171951
"neither",-0.259363653719799
"any_of_characters",-0.257959605429379
"most_boring",-0.257754170396373
"just_doesn't",-0.257203384971586
"very_bad",-0.256966118153516
"ruined",-0.256687516303056
"oh",-0.255152432842785
"not_make",-0.255023529413955
"endless",-0.252735275696279
"disjointed",-0.251389386736024
"turkey",-0.251345387661963
"minutes",-0.24995598303812
"minutes_into",-0.248805686962639
"no_story",-0.247744254213415
"but_fails",-0.244598688539455
"look_like",-0.243865004105216
"walking_around",-0.242865504850307
"insult",-0.239134315522078
"barely",-0.233571411721336
"thin",-0.231413793429091
"irritating",-0.230613760533659
"writers",-0.228004528458082
"movie_just",-0.223356524009979
"worthless",-0.223171776526231
"could_been",-0.223091775451076
"lacking",-0.221426139341433
"bored",-0.220855346783588
"dimensional",-0.218238858682212
"attempt",-0.216907907628999
"potential",-0.214757125488535
"what_point",-0.211852918236618
"4",-0.211550822169894
"okay",-0.211113174659861
"if_this",-0.210286672744928
"very_disappointing",-0.210250778598823
"too_many",-0.209577553843817
"as_if",-0.208057897546221
"atrocious",-0.20642389436271
"disappointed",-0.205223973638287
"stupidity",-0.203330273037432
"only_reason",-0.201564396076547
"might_been",-0.200493388380748
"this_piece_of",-0.198348277910781
"not_much",-0.198296316045374
"even_that",-0.197291661695517
"only_redeeming",-0.195351083371102
"be_funny",-0.194066382841609
"offensive",-0.193550860988242
"this_just",-0.191439438833263
"couldn't",-0.190372127113834
"from_outer_space",-0.18984156839909
"if_want_to_see",-0.189757915826092
"horrid",-0.185024496138875
"no_chemistry",-0.183432453752909
"lackluster",-0.183038370486049
"saving",-0.18277429214703
"if_had",-0.18248438718195
"so_bad",-0.181906170795827
"tired",-0.181606083231772
"lack_of",-0.180817509678101
"would_been",-0.179781247590127
"wonder",-0.179459473556187
"for_free",-0.178889495412871
"attempt_at",-0.178269041928813
"only_thing",-0.176598821358598
"looked",-0.176290637774125
"basically",-0.174975157591223
"silly",-0.171684045057786
"call_that",-0.170987592943191
"excuse",-0.170542408635219
"doesn't_even",-0.170312016033405
"guess",-0.169447869904945
"cliché",-0.169376027210319
"bin",-0.168714619516096
"moronic",-0.168410557212184
"ugly",-0.168366890294903
"oh_wait",-0.167708192926346
"whatsoever",-0.167064960322844
"but_why",-0.165375636908729
"absolutely_nothing",-0.164916673833038
"problem",-0.164731163646625
"seemed",-0.162269986138004
"rented",-0.161407754114248
"least",-0.161332943738591
"not_enough",-0.16086333508888
"idiotic",-0.160359579808845
"trash",-0.160072112451191
"original",-0.159224560030241
"idea",-0.158826378324999
"horribly",-0.157937719654965
"two_hours",-0.156610247320993
"to_sit_through",-0.156474388884486
"abomination",-0.155387727669078
"unrealistic",-0.154142816914371
"far_too",-0.15385175947989
"it's_just",-0.153088947972719
"much_better",-0.152216829079149
"like_watching",-0.152171714346326
"ok",-0.151152802682023
"would_not_recommend",-0.150264740261092
"insulting",-0.150035889123624
"wretched",-0.150021854668929
"very_little",-0.149809471998775
"did_this",-0.149592336386908
"to_believe",-0.148804645095935
"absurd",-0.148422780852588
"crappy",-0.148285162656475
"money_back",-0.146838327594347
"suppose",-0.146570400553183
"repetitive",-0.145713436564971
"don't_even",-0.145113543990482
"rest_of_movie",-0.14372967472181
"incomprehensible",-0.143644536795093
"scientist",-0.142794414510301
"seagal",-0.14200112367984
"don't_watch_this",-0.141470806664004
"why",-0.140812359861474
"not_one",-0.140504724371818
"honestly",-0.137656489363096
"generous",-0.136819229384103
"bunch_of",-0.136719390091464
"effort",-0.136435278769133
"paid",-0.136426378393951
"junk",-0.135896332884402
"just_plain",-0.135642226480262
"if_want",-0.135293919800982
"confusing",-0.134204660750899
"pitiful",-0.133877413947607
"outer_space",-0.132441423941675
"b_movie",-0.131989920830048
"apparently",-0.130747226656974
"hard_to_be",-0.13052031665866
"1",-0.130466741452781
"why_did",-0.129941358027877
"lazy",-0.129558354412141
"insipid",-0.129167931215263
"accent",-0.12838152105192
"nowhere",-0.128367276739967
"existent",-0.127607500416286
"ripped",-0.127590787380969
"someone",-0.126976056213128
"looks_like",-0.126939065094631
"money",-0.125426068937843
"this_supposed",-0.125103916046616
"how_bad",-0.124795798005614
"sucked",-0.123202492245895
"hours_of_life",-0.122761674079634
"nonsense",-0.121705059036563
"through_this",-0.120533504441668
"just_too",-0.120149137891116
"pretty_bad",-0.119665393545791
"annoyed",-0.119291939717816
"premise",-0.119226769972766
"inept",-0.119173850932844
"looks",-0.118708394170026
"give_break",-0.116933137934913
"disaster",-0.115011142685597
"stick_to",-0.11475734391873
"be_good",-0.113655734786899
"make_movie",-0.112618793509909
"spent_on",-0.112553728991232
"not_that",-0.112295446829351
"wasn't_funny",-0.111528803628122
"half",-0.110287549099163
"joke",-0.110158734275045
"clichéd",-0.110119726877433
"3",-0.109958631797129
"walked",-0.108709077542684
"generic",-0.107891726597163
"couldn't_even",-0.107080160985882
"about_as",-0.10676385904419
"otherwise",-0.106170881880104
"thrown",-0.106085058047164
"bad_movie",-0.105933126912513
"why_do",-0.105561611454491
"writing",-0.105128642278803
"of_worst",-0.105119657213517
"camera",-0.104772098687097
"continuity",-0.10441409466579
"dumb",-0.104025803994843
"useless",-0.103290004919415
"about_any_of",-0.101734456518619
"if_want_to",-0.0996798918739383
"reason",-0.0992708965943814
"anything",-0.0982119692450188
"plot",-0.0970372479096965
"except",-0.0966704700062537
"come_on",-0.0964835934867615
"to_care",-0.0960230558008785
"ed_wood",-0.0958940039602785
"completely",-0.0952700356684806
"no",-0.0941697488316186
"felt_like",-0.0929435075305806
"to_believe_that",-0.092654791265677
"either",-0.0908730353532029
"trying",-0.0908659403193885
"hated",-0.0903235953456267
"write",-0.0897994453098976
"obvious",-0.0894226100942049
"should_been",-0.0892666281493441
"flat",-0.0891900064208847
"below",-0.0890441482130745
"any_of",-0.0883691982926483
"some_kind_of",-0.0877522173792918
"asleep",-0.0869774693207551
"looking",-0.0864667955954559
"minutes_of",-0.0862676016781144
"screaming",-0.0861633948302931
"acting",-0.0852159575363197
"with_this",-0.0834233766287014
"trying_to_be",-0.0830994380384108
"miserably",-0.0822522980606984
"that_would",-0.0814185847583933
"rip_off",-0.0806491757964589
"didn't_work",-0.0801359860145902
"could_been_good",-0.0793636162788457
"downhill_from",-0.0788359739117905
"paper",-0.0759155917277614
"this_movie_nothing",-0.0758803662561663
"bad_this",-0.0757529178198765
"made_this",-0.0754364540094394
"seconds",-0.0750673731799301
"unnecessary",-0.0742193360288371
"rent",-0.074123757351941
"filmmakers",-0.0734890152675775
"positive",-0.0732513635616161
"without_any",-0.0712244139674122
"to_make",-0.0708969814571195
"sat_through",-0.0706223261000098
"wrong",-0.0703477364808515
"save_yourself",-0.0701814834357331
"terribly",-0.0681644543325113
"actors",-0.0681587480934093
"movie_only",-0.0679247857029613
"decent",-0.0677712747021719
"would",-0.0673099035917993
"failure",-0.0671875342887689
"value",-0.0667812419485452
"blah",-0.0664589024417875
"0",-0.0656906370251245
"producers",-0.0652899170701592
"didn't_care",-0.0645531505501944
"can't_believe",-0.0640527221954676
"sake",-0.0639120769845486
"attempts_at",-0.0628990390707818
"going_for",-0.062155678772171
"care_about",-0.0608464680644091
"watching_this",-0.0608308184638384
"low",-0.0607273196639233
"throwing",-0.0589116644275326
"bad_but",-0.0579829207532978
"some_guy",-0.057870454320161
"any",-0.0575529606754162
"so_predictable",-0.0571104065168181
"90_minutes",-0.0563572007487773
"only",-0.0547436079017916
"should",-0.0522806546610282
"disgusting",-0.0518315584471867
"grade",-0.0511492719152886
"seems",-0.0509557577880293
"off",-0.0508686246909802
"on_on",-0.0491911988498393
"no_plot",-0.0485829332864565
"fails_on",-0.0459583688798768
"10_minutes",-0.0453161451005886
"whole_movie",-0.0452317769823942
"to_write",-0.0437499228393918
"cover",-0.043745777663241
"so_called",-0.0434703440071086
"even",-0.0409117159660084
"no_wonder",-0.0405447732612688
"dire",-0.0404355822188859
"dreck",-0.0387035962328562
"this_movie_so_bad",-0.0386540103576353
"attempt_to",-0.0383571705697968
"could",-0.0377391458375503
"wouldn't",-0.0372918255934583
"do_not",-0.0368491564045414
"but_this",-0.0365934396084518
"2",-0.0365905384805627
"nothing_to",-0.0358813174307467
"more_like",-0.034451635025516
"entire",-0.0338357503165258
"t",-0.0334336181535343
"in_movie",-0.0334041264997979
"one_dimensional",-0.0330091295435401
"utter",-0.0329320913237008
"any_real",-0.0327796599780052
"film_just",-0.0327764213125896
"sitting_through",-0.032165382078855
"thing_about",-0.0321282719123623
"for_this",-0.031450734929917
"rented_this",-0.0310834482745037
"movie_could_been",-0.0307524109666056
"seemed_to",-0.0303648830800866
"better",-0.0300996745785525
"skip",-0.0298427262269781
"like_bad",-0.0297650011340712
"tried",-0.0297210017089134
"waste_of",-0.0294829537652471
"kidding",-0.0284443221658413
"to_be",-0.0284204083262698
"looked_like",-0.0279826532700481
"clichés",-0.0267608528111008
"of_crap",-0.0261505176874171
"nudity",-0.0255823925806054
"stinks",-0.0250756091311699
"wasn't",-0.0249356437649841
"no_real",-0.024846997532113
"random",-0.0227405692077216
"dialogue",-0.022344774652425
"costs",-0.0221266195602731
"didn't",-0.0221258625723477
"advice",-0.0218385059640113
"biggest_problem",-0.0217793709283602
"time_money",-0.0217137815857173
"problem_that",-0.0194080272073704
"bottom_of",-0.0191280451538652
"gore",-0.0187302895143976
"pile",-0.0174408740871824
"just",-0.0168780459901222
"let's",-0.0157597266850627
"watching",-0.0155024867966265
"unintentionally_funny",-0.0152873327475067
"say_about",-0.01511390512985
"called",-0.014786948633323
"god",-0.0146522430953412
"f",-0.0136214479400404
"zombies",-0.0132188623347388
"mean",-0.0122914637144873
"really_bad",-0.0121064681266049
"of_this_movie",-0.0115945349937189
"project",-0.0110689868037248
"only_good_thing",-0.0103056847557168
"some_good",-0.0102383232313416
"sort",-0.0100774218616111
"simply",-0.0100634546224231
"maybe",-0.00989288520113889
"really_wanted",-0.00871215463555873
"hour",-0.0086805825848245
"meaningless",-0.00829159493325101
"money_on",-0.00771846660266402
"this_movie_had",-0.00764275558338301
"sex",-0.00630474086787966
"spent",-0.00567608872092637
"would_be",-0.00515587053222293
"did",-0.0049063213191972
"even_get",-0.0032211855004322
"doing",-0.00304672190566746
"shoot",-0.00269097454568714
"illogical",-0.00199927302324491
"lack",-0.00180184090920351
"bothered",-0.00107732790529895
"just_bad",-0.000984977917494328
"rest",-0.000892538392882952
"care",-0.000324507515797494
"of_barrel",-5.37831443306876e-06
